skymap_id,tract,patch,ra,dec,forced_objects_count,meas_objects_count,gmag_psf_depth,rmag_psf_depth,imag_psf_depth,zmag_psf_depth,ymag_psf_depth
82780004,8278,4,29.13111919178312,-6.693624183883576,9277,9277,26.039555,25.31273,24.687767,24.316616,23.487312
82780005,8278,5,29.130832781836563,-6.5069741432585015,10587,10587,26.153515,25.362389,24.928276,24.481167,23.663078
82780006,8278,6,29.13054659072434,-6.320328064477827,11834,11834,26.22092,25.404604,24.988293,24.598166,23.718084
82780007,8278,7,29.13026061819576,-6.133689908552102,10471,10471,26.2723,25.418608,25.09506,24.550716,23.738922
82780008,8278,8,29.12997843458146,-5.949396374369286,12129,12129,26.274382,25.452854,25.03219,24.565134,23.589815
82780104,8278,104,28.945545069121703,-6.693870388265162,4239,4239,25.97649,25.290352,24.612305,24.204096,23.399084
82780105,8278,105,28.94532957451694,-6.507213419505304,8250,8250,26.119886,25.320154,24.786112,24.334072,23.542671
82780106,8278,106,28.945114244575162,-6.32056041309694,9594,9594,26.151123,25.373487,24.86005,24.44529,23.581192
82780107,8278,107,28.944899079107703,-6.133915330485593,10571,10571,26.20002,25.380337,24.954508,24.405151,23.56772
82780108,8278,108,28.944686764427804,-5.949614957550097,11600,11600,26.182146,25.369492,24.875885,24.405094,23.57712
82780205,8278,205,28.757466200250448,-6.507386818192204,4146,4146,26.008375,25.281324,24.592035,24.142092,23.300322
82780206,8278,206,28.757322642232996,-6.320728791466838,9473,9473,26.026663,25.292095,24.633474,24.177681,23.296366
82780207,8278,207,28.75717919387458,-6.134078689221238,8134,8134,26.037994,25.28474,24.774235,24.317545,23.452448
82780208,8278,208,28.757037646109417,-5.949773360374862,9031,9031,26.055075,25.310604,24.899199,24.369532,23.462528
82780306,8278,306,28.56952297009142,-6.320829821580269,1956,1956,25.813265,25.208605,,,
82780307,8278,307,28.56945124808469,-6.13417670746012,3833,3833,25.870752,25.25398,24.61926,24.21776,23.260735
82780308,8278,308,28.569380476347515,-5.949868404974453,5343,5343,25.839064,25.286222,24.710447,24.275732,23.313396
82790002,8279,2,30.625468602793877,-7.06692030460658,10824,10824,26.13737,25.41954,25.101202,24.15763,23.417173
82790003,8279,3,30.625181754425046,-6.88027422483798,13060,13060,26.175179,25.493053,25.22805,24.380205,23.523869
82790004,8279,4,30.624895125393085,-6.693624183883575,15408,15408,26.264257,25.772537,25.262007,24.552212,23.6098
82790005,8279,5,30.624608715446527,-6.506974143258501,13600,13600,26.417225,25.892786,25.740473,24.932796,23.988684
82790006,8279,6,30.624322524334303,-6.320328064477827,15042,15042,26.529165,26.008999,25.91298,25.191341,24.174536
82790007,8279,7,30.624036551805723,-6.1336899085521015,15983,15983,26.631527,26.136217,25.985344,25.287418,24.213415
82790008,8279,8,30.623754368191424,-5.949396374369285,16822,16822,26.767393,26.22144,26.035286,25.316025,24.250683
82790101,8279,101,30.439968476414702,-7.253825449656504,3939,3939,26.022854,25.393213,24.472643,23.96936,23.259687
82790102,8279,102,30.439752486686196,-7.067180365038729,9741,9741,26.105066,25.44481,24.87377,24.226944,23.404177
82790103,8279,103,30.43953666218835,-6.880527357426367,12513,12513,26.202457,25.537895,25.27932,24.551702,23.702684
82790104,8279,104,30.43932100273167,-6.693870388265161,14855,14855,26.314896,25.789145,25.367247,24.747086,23.877394
82790105,8279,105,30.43910550812691,-6.507213419505304,15954,15954,26.47987,25.95386,25.752617,25.0503,24.186779
82790106,8279,106,30.438890178185133,-6.320560413096939,15216,15216,26.482244,25.970213,25.850264,25.154148,24.235289
82790107,8279,107,30.438675012717667,-6.133915330485592,15424,15424,26.645895,26.045639,25.885468,25.213161,24.253101
82790108,8279,108,30.438462698037775,-5.949614957550098,15052,15052,26.69018,26.07606,25.914373,25.322855,24.267963
82790201,8279,201,30.251817465039395,-7.254018930133535,3879,3879,25.997145,25.399172,24.515215,24.016464,23.441738
82790202,8279,202,30.25167346712593,-7.067368825620465,9491,9491,26.130014,25.456064,24.768118,24.332403,23.607218
82790203,8279,203,30.251529579375823,-6.880710797534497,11449,11449,26.204735,25.54412,24.98517,24.532642,23.778906
82790204,8279,204,30.251385801662714,-6.694048807636572,13287,13287,26.34074,25.772648,25.316269,24.762384,23.965832
82790205,8279,205,30.25124213386042,-6.507386818192204,15793,15793,26.515024,25.95853,25.562962,24.962036,24.12712
82790206,8279,206,30.251098575842967,-6.320728791466837,14536,14536,26.527945,25.985054,25.762634,25.140436,24.239187
82790207,8279,207,30.25095512748455,-6.134078689221237,14243,14243,26.683268,26.064302,25.776966,25.221203,24.287289
82790208,8279,208,30.250813579719388,-5.949773360374861,17175,17175,26.714022,26.08362,25.858719,25.342972,24.348412
82790301,8279,301,30.063658337438905,-7.254135021981412,3698,3698,25.95106,25.358387,24.567808,24.326946,23.467579
82790302,8279,302,30.063586340654084,-7.067481905437169,9781,9781,26.063591,25.413918,24.751064,24.359722,23.68833
82790303,8279,303,30.063514398951053,-6.880820864972981,11156,11156,26.167253,25.508472,24.870802,24.459274,23.760586
82790304,8279,304,30.063442512266647,-6.694155862538983,13621,13621,26.375923,25.707115,25.117374,24.723917,24.00162
82790305,8279,305,30.063370680537744,-6.507490860589876,14792,14792,26.462744,25.876274,25.215874,24.821102,24.028942
82790306,8279,306,30.06329890370139,-6.3208298215802685,16287,16287,26.642437,26.030756,25.546314,25.051579,24.204536
82790307,8279,307,30.063227181694657,-6.13417670746012,16989,16989,26.76245,26.158457,25.786016,25.314611,24.36839
82790308,8279,308,30.063156409957486,-5.949868404974453,15078,15078,26.832811,26.325407,25.884495,25.388725,24.483839
82790401,8279,401,29.87549515171692,-7.254173714052353,3498,3498,25.838303,25.332842,24.584404,24.241669,23.449863
82790402,8279,402,29.875495160717744,-7.067519593632663,8328,8328,25.957626,25.475557,24.675013,24.325146,23.533815
82790403,8279,403,29.875495169711677,-6.880857549177379,11067,11067,26.090466,25.449759,24.861345,24.495285,23.743782
82790404,8279,404,29.87549517869873,-6.694191542699645,13151,13151,26.345928,25.721834,25.105698,24.725838,23.938705
82790405,8279,405,29.87549518767892,-6.507525536717242,13377,13377,26.626406,25.888247,25.291233,24.893948,24.103193
82790406,8279,406,29.875495196652235,-6.320863493747868,14661,14661,26.669947,25.957945,25.39098,24.98772,24.182081
82790407,8279,407,29.87549520561871,-6.134209375804479,16063,16063,26.782522,26.14053,25.616322,25.220737,24.357698
82790408,8279,408,29.875495214466376,-5.9499000822389485,16375,16375,26.751825,26.293715,25.739498,25.342134,24.431135
82790502,8279,502,29.68740398128816,-7.067481886588507,8882,8882,25.87691,25.326622,24.625935,24.272732,23.493416
82790503,8279,503,29.687475940978484,-6.880820846626434,8652,8652,25.946491,25.385859,24.787708,24.388117,23.621649
82790504,8279,504,29.687547845636413,-6.694155844694585,13921,13921,26.41325,25.754055,25.050226,24.650223,23.91336
82790505,8279,505,29.687619695325093,-6.507490843247603,16350,16350,26.587421,25.876568,25.350044,24.923885,24.07363
82790506,8279,506,29.687691490107536,-6.320829804740122,14658,14658,26.613897,25.908598,25.366291,24.9732,24.147947
82790507,8279,507,29.68776323004662,-6.134176691121995,15172,15172,26.661482,26.01448,25.449596,25.048975,24.16753
82790508,8279,508,29.68783401947855,-5.949868389131987,15092,15092,26.783112,26.169212,25.531927,25.205645,24.306702
82790603,8279,603,29.499460762072164,-6.880710760843174,5551,5551,,,24.688375,24.352901,23.566353
82790604,8279,604,29.499604557757063,-6.694048771949489,10019,10019,26.122364,25.423653,24.853113,24.502787,23.709278
82790605,8279,605,29.499748243517423,-6.507386783509354,12338,12338,26.37234,25.675058,25.225512,24.808651,23.899538
82790606,8279,606,29.499891819479206,-6.320728757788137,13735,13735,26.45393,25.719006,25.184639,24.857185,24.022713
82790607,8279,607,29.50003528576824,-6.134078656546552,14311,14311,26.531006,25.853157,25.338043,24.947319,24.052711
82790608,8279,608,29.50017685122646,-5.949773328691447,14967,14967,26.678602,26.139662,25.534878,25.144703,24.270685
82790704,8279,704,29.31166935921575,-6.693870334738816,10275,10275,26.101906,25.321032,24.82228,24.445715,23.658209
82790705,8279,705,29.31188487177568,-6.5072133674851775,13052,13052,26.243862,25.462423,25.069113,24.718899,23.871487
82790706,8279,706,29.312100219658902,-6.320560362582927,12094,12094,26.347338,25.613224,25.161112,24.792847,23.94308
82790707,8279,707,29.31231540305409,-6.133915281477482,12153,12153,26.19944,25.792484,25.2657,24.800112,24.033363
82790708,8279,708,29.312527735424208,-5.949614910028788,14629,14629,26.618788,26.008623,25.398155,24.975868,24.055758
82790804,8279,804,29.126095240042133,-6.69362411274599,8962,8962,26.071068,25.320856,24.740868,24.415556,23.5752
82790805,8279,805,29.126381667939857,-6.506974074122711,10429,10429,26.19285,25.393581,24.994572,24.613888,23.73466
82790806,8279,806,29.126667876989515,-6.320327997343681,11362,11362,26.264475,25.438845,24.980507,24.646824,23.753407
82790807,8279,807,29.126953867441845,-6.133689843419332,11743,11743,26.188576,25.516521,25.14894,24.676577,23.861908
82790808,8279,808,29.12723606874243,-5.9493963112124915,12030,12030,26.367893,25.593946,25.234192,24.80845,23.722212
82800002,8280,2,32.11924453640385,-7.0669203046065805,8553,8553,25.426397,25.236183,25.436222,24.376278,23.497412
82800003,8280,3,32.118957688035024,-6.880274224837981,11834,11834,25.488586,25.27562,25.499176,24.50113,23.56521
82800004,8280,4,32.118671059003056,-6.693624183883576,15741,15741,25.86689,25.529802,25.548016,24.622742,23.689953
82800005,8280,5,32.1183846490565,-6.5069741432585015,14829,14829,26.123173,25.672499,25.766455,25.049335,23.940264
82800006,8280,6,32.118098457944285,-6.320328064477827,13270,13270,26.238947,25.723473,25.914091,25.103455,24.008144
82800007,8280,7,32.1178124854157,-6.133689908552102,13703,13703,26.348408,25.834562,26.044083,25.195396,24.100092
82800008,8280,8,32.1175303018014,-5.949396374369286,14221,14221,26.4446,25.948256,26.147299,25.328133,24.218485
82800101,8280,101,31.933744410024673,-7.253825449656504,3725,3725,25.40337,25.206434,25.080843,24.14374,23.336765
82800102,8280,102,31.93352842029617,-7.067180365038729,9785,9785,25.47984,25.24375,25.3248,24.39483,23.473816
82800103,8280,103,31.933312595798323,-6.8805273574263675,12132,12132,25.562223,25.320393,25.595118,24.530771,23.591284
82800104,8280,104,31.93309693634164,-6.693870388265163,13091,13091,25.87169,25.535427,25.659906,24.65399,23.65816
82800105,8280,105,31.932881441736885,-6.507213419505304,13980,13980,26.097609,25.678469,25.85462,24.931782,23.942818
82800106,8280,106,31.932666111795104,-6.32056041309694,13731,13731,26.29246,25.792206,26.019545,25.168438,24.09838
82800107,8280,107,31.932450946327645,-6.133915330485593,14747,14747,26.372702,25.942093,26.070704,25.246881,24.1441
82800108,8280,108,31.932238631647746,-5.949614957550097,14448,14448,26.456808,26.02815,26.119043,25.32376,24.217512
82800201,8280,201,31.745593398649362,-7.254018930133535,3103,3103,25.444387,25.224554,25.380157,24.001793,23.105736
82800202,8280,202,31.7454494007359,-7.067368825620467,8676,8676,25.519018,25.296623,25.4207,24.300758,23.40463
82800203,8280,203,31.745305512985794,-6.880710797534497,11954,11954,25.584837,25.365343,25.643513,24.579596,23.636683
82800204,8280,204,31.74516173527269,-6.694048807636572,13162,13162,25.937113,25.627468,25.828142,24.783377,23.767561
82800205,8280,205,31.745018067470397,-6.507386818192205,15002,15002,26.150316,25.769127,26.055593,25.071651,24.067432
82800206,8280,206,31.74487450945294,-6.320728791466837,14423,14423,26.212585,25.771076,26.075108,25.148714,24.09975
82800207,8280,207,31.744731061094527,-6.134078689221237,18158,18158,26.30817,25.930521,26.08064,25.200748,24.115719
82800208,8280,208,31.744589513329363,-5.949773360374862,15315,15315,26.323301,25.969212,26.055588,25.23818,24.106398
82800301,8280,301,31.557434271048884,-7.254135021981412,2686,2686,25.43106,25.239182,25.279606,23.992727,23.065067
82800302,8280,302,31.557362274264054,-7.06748190543717,9781,9781,25.536575,25.289263,25.507387,24.265696,23.31357
82800303,8280,303,31.557290332561024,-6.880820864972983,11752,11752,25.600073,25.39386,25.658022,24.526035,23.557264
82800304,8280,304,31.557218445876625,-6.694155862538984,12430,12430,25.93098,25.627806,25.877724,24.806631,23.75968
82800305,8280,305,31.55714661414771,-6.5074908605898765,14546,14546,26.164072,25.801659,25.929665,24.932762,23.95213
82800306,8280,306,31.557074837311358,-6.320829821580269,15128,15128,26.203968,25.81971,26.072994,25.135408,24.050001
82800307,8280,307,31.557003115304624,-6.13417670746012,15622,15622,26.292032,25.894283,26.108503,25.182621,24.070707
82800308,8280,308,31.556932343567457,-5.949868404974453,15367,15367,26.33844,25.949781,26.087181,25.239822,24.135191
82800401,8280,401,31.369271085326897,-7.254173714052356,3814,3814,25.412737,25.191738,25.232475,24.066505,23.221169
82800402,8280,402,31.369271094327722,-7.067519593632662,11866,11866,25.494461,25.292894,25.536797,24.351974,23.374784
82800403,8280,403,31.369271103321648,-6.880857549177379,10714,10714,25.575956,25.37367,25.44984,24.448538,23.488346
82800404,8280,404,31.369271112308706,-6.694191542699645,13496,13496,25.89069,25.559595,25.7924,24.739107,23.673464
82800405,8280,405,31.36927112128889,-6.507525536717243,14155,14155,26.135492,25.733402,25.845608,24.876127,23.737713
82800406,8280,406,31.369271130262213,-6.3208634937478685,14640,14640,26.262028,25.908752,26.009142,25.083048,23.899908
82800407,8280,407,31.36927113922868,-6.134209375804479,16383,16383,26.388145,26.028168,26.142702,25.241682,24.107044
82800408,8280,408,31.369271148076347,-5.9499000822389485,17426,17426,26.508196,26.170332,26.223577,25.365257,24.186823
82800501,8280,501,31.18110790011225,-7.254135002630701,4352,4352,25.383827,25.191015,25.251978,24.08107,23.139963
82800502,8280,502,31.18117991489813,-7.067481886588507,8078,8078,25.45377,25.25352,25.261251,24.16396,23.217148
82800503,8280,503,31.181251874588458,-6.880820846626435,12103,12103,25.486664,25.320045,25.59545,24.431328,23.480265
82800504,8280,504,31.181323779246384,-6.694155844694586,14573,14573,25.880613,25.59923,25.815601,24.803658,23.685555
82800505,8280,505,31.181395628935064,-6.507490843247603,15670,15670,26.123253,25.817802,25.967386,25.00251,23.892506
82800506,8280,506,31.181467423717507,-6.320829804740123,15839,15839,26.19266,25.871008,26.028648,25.103306,23.96927
82800507,8280,507,31.18153916365659,-6.134176691121994,17443,17443,26.36568,26.025864,26.12386,25.228718,24.114483
82800508,8280,508,31.18160995308853,-5.949868389131988,15965,15965,26.491682,26.085892,26.170849,25.369562,24.28916
82800602,8280,602,30.993092789946495,-7.067368787924961,7473,7473,25.446964,25.166441,25.316935,24.207918,23.297298
82800603,8280,603,30.993236695682135,-6.880710760843174,13268,13268,25.795298,25.358189,25.442688,24.46044,23.55969
82800604,8280,604,30.993380491367034,-6.694048771949489,13746,13746,26.103117,25.833698,25.616028,24.770733,23.817112
82800605,8280,605,30.993524177127394,-6.507386783509355,15876,15876,26.275393,25.956276,25.980442,25.056284,23.977713
82800606,8280,606,30.99366775308918,-6.320728757788138,16361,16361,26.30051,25.969227,26.025196,25.177095,24.060112
82800607,8280,607,30.993811219378216,-6.134078656546554,15655,15655,26.29101,25.939959,25.961613,25.15722,24.115208
82800608,8280,608,30.993952784836438,-5.949773328691448,15731,15731,26.3681,25.978748,26.031065,25.317394,24.208479
82800702,8280,702,30.805013772919697,-7.067180308499984,10410,10410,25.996698,25.355028,25.28726,24.309807,23.398222
82800703,8280,703,30.805229615400158,-6.880527302393789,11326,11326,26.076317,25.418081,25.259323,24.475616,23.58684
82800704,8280,704,30.805445292825727,-6.693870334738816,13155,13155,26.186096,25.755621,25.24004,24.637075,23.705511
82800705,8280,705,30.805660805385653,-6.507213367485178,15445,15445,26.333115,25.90407,25.797245,24.970747,23.92024
82800706,8280,706,30.805876153268876,-6.3205603625829285,14777,14777,26.192837,25.931828,25.954689,25.125704,24.060707
82800707,8280,707,30.806091336664064,-6.133915281477482,14856,14856,26.35265,26.01781,25.91841,25.192444,24.111526
82800708,8280,708,30.80630366903418,-5.949614910028787,15107,15107,26.652987,26.12206,26.048445,25.315765,24.299143
82800802,8280,802,30.619297660307797,-7.066920229465473,11317,11317,26.22632,25.407896,25.321728,24.370632,23.496344
82800803,8280,803,30.61958452665527,-6.880274151698578,11624,11624,26.146135,25.461828,25.388405,24.498493,23.634964
82800804,8280,804,30.61987117365211,-6.69362411274599,15142,15142,26.181833,25.685474,25.38026,24.625137,23.736797
82800805,8280,805,30.620157601549835,-6.506974074122712,14386,14386,26.303892,25.826292,25.813196,24.97939,23.915369
82800806,8280,806,30.620443810599493,-6.320327997343682,14563,14563,26.417564,25.960236,25.969643,25.216145,24.210352
82800807,8280,807,30.620729801051823,-6.133689843419332,17301,17301,26.5459,26.13738,25.994686,25.271654,24.265623
82800808,8280,808,30.621012002352412,-5.949396311212492,14649,14649,26.764488,26.224043,26.035477,25.381605,24.358608
82810002,8281,2,33.6130204700138,-7.06692030460658,5976,5976,25.415556,25.271116,24.967136,24.312038,23.37492
82810003,8281,3,33.61273362164496,-6.880274224837979,9117,9117,25.7566,25.57284,25.284195,24.49475,23.684034
82810004,8281,4,33.612446992612995,-6.693624183883574,12321,12321,26.107994,25.733418,25.647451,24.830833,23.942057
82810005,8281,5,33.61216058266644,-6.5069741432585015,13767,13767,26.27594,25.826809,25.897743,25.045866,24.062235
82810006,8281,6,33.611874391554224,-6.320328064477827,14070,14070,26.228231,25.806877,25.968704,25.113031,24.028688
82810007,8281,7,33.611588419025644,-6.1336899085521015,15569,15569,26.328335,25.811958,25.958454,25.144386,24.104425
82810008,8281,8,33.61130623541134,-5.949396374369285,15983,15983,26.385061,25.69581,26.086334,25.270487,24.20361
82810102,8281,102,33.427304353906116,-7.067180365038728,8119,8119,25.50122,25.308084,25.193989,24.369774,23.494076
82810103,8281,103,33.427088529408266,-6.880527357426367,11126,11126,25.625277,25.373295,25.264137,24.50086,23.659763
82810104,8281,104,33.426872869951595,-6.693870388265162,12168,12168,25.976816,25.63297,25.469637,24.647223,23.724066
82810105,8281,105,33.42665737534683,-6.5072134195053035,11921,11921,26.162287,25.72486,25.740211,24.909153,23.941305
82810106,8281,106,33.42644204540504,-6.320560413096939,12435,12435,26.221035,25.728819,25.87429,25.03443,24.00792
82810107,8281,107,33.42622687993759,-6.133915330485592,15345,15345,26.290024,25.766586,25.974812,25.125322,24.100288
82810108,8281,108,33.42601456525769,-5.949614957550097,14573,14573,26.366674,25.718739,26.140516,25.347055,24.31692
82810201,8281,201,33.239369332259315,-7.254018930133535,3353,3353,25.517227,25.320347,24.920338,24.161646,23.313028
82810202,8281,202,33.239225334345846,-7.067368825620465,8467,8467,25.61814,25.342287,25.177471,24.384514,23.536652
82810203,8281,203,33.23908144659574,-6.880710797534497,9851,9851,25.703663,25.386631,25.30911,24.520058,23.633461
82810204,8281,204,33.23893766888263,-6.694048807636571,11310,11310,25.907299,25.53712,25.418467,24.63886,23.70683
82810205,8281,205,33.23879400108033,-6.507386818192204,12764,12764,26.073095,25.620089,25.723373,24.874512,23.970915
82810206,8281,206,33.23865044306289,-6.320728791466836,13205,13205,26.237478,25.707327,25.906422,25.100777,24.095278
82810207,8281,207,33.23850699470446,-6.134078689221237,14201,14201,26.414783,25.860304,26.010788,25.186293,24.146496
82810208,8281,208,33.238365446939305,-5.949773360374861,16055,16055,26.563377,25.965092,26.034481,25.288687,24.238533
82810301,8281,301,33.05121020465882,-7.254135021981412,2988,2988,25.558804,25.326149,25.011202,23.96383,23.190695
82810302,8281,302,33.051138207874,-7.067481905437169,9100,9100,25.655678,25.37879,25.128857,24.259062,23.388893
82810303,8281,303,33.05106626617097,-6.880820864972981,9528,9528,25.74307,25.445528,25.406755,24.569471,23.65119
82810304,8281,304,33.05099437948656,-6.694155862538983,13195,13195,26.03297,25.55828,25.5555,24.746466,23.848112
82810305,8281,305,33.05092254775765,-6.507490860589876,12662,12662,26.184586,25.688911,25.827961,25.006828,24.06972
82810306,8281,306,33.0508507709213,-6.3208298215802685,13918,13918,26.229883,25.69012,25.912745,25.083763,24.13143
82810307,8281,307,33.05077904891457,-6.13417670746012,15310,15310,26.318003,25.774578,25.973389,25.154343,24.127895
82810308,8281,308,33.05070827717741,-5.949868404974452,14338,14338,26.424837,25.772917,25.948751,25.209408,24.195719
82810401,8281,401,32.86304701893684,-7.254173714052353,3639,3639,25.548168,25.32768,24.978464,24.012045,23.645359
82810402,8281,402,32.86304702793766,-7.067519593632661,9490,9490,25.66503,25.379543,25.207485,24.318493,23.489298
82810403,8281,403,32.86304703693159,-6.880857549177379,9419,9419,25.749186,25.445831,25.39491,24.554283,23.643211
82810404,8281,404,32.86304704591865,-6.694191542699644,11689,11689,26.001558,25.55393,25.583282,24.823486,23.898975
82810405,8281,405,32.863047054898836,-6.507525536717242,12624,12624,26.231022,25.68792,25.809605,25.020004,24.022392
82810406,8281,406,32.86304706387216,-6.320863493747868,14274,14274,26.282696,25.709051,25.903458,25.061176,24.122097
82810407,8281,407,32.863047072838626,-6.1342093758044784,16179,16179,26.406607,25.758942,25.984354,25.130589,24.148518
82810408,8281,408,32.86304708168629,-5.9499000822389485,15138,15138,26.458971,25.765898,26.015797,25.18712,24.131985
82810501,8281,501,32.67488383372219,-7.254135002630701,3714,3714,25.516537,25.289799,24.942474,24.199846,23.387417
82810502,8281,502,32.67495584850808,-7.067481886588507,9416,9416,25.620266,25.352879,25.268194,24.379112,23.545662
82810503,8281,503,32.67502780819841,-6.880820846626433,10138,10138,25.703522,25.404608,25.339287,24.470484,23.796795
82810504,8281,504,32.67509971285632,-6.694155844694585,12197,12197,25.964802,25.497614,25.588932,24.748304,23.776678
82810505,8281,505,32.67517156254501,-6.507490843247602,13730,13730,26.246145,25.67415,25.67174,24.883492,23.844233
82810506,8281,506,32.675243357327446,-6.3208298047401215,13174,13174,26.325499,25.765766,25.86524,25.026031,24.02688
82810507,8281,507,32.675315097266534,-6.134176691121995,15345,15345,26.496151,25.851042,26.047962,25.202467,24.15445
82810508,8281,508,32.675385886698464,-5.949868389131987,16198,16198,26.527103,25.959753,26.160973,25.357777,24.303669
82810601,8281,601,32.48672470764366,-7.254018891433953,3053,3053,25.449932,25.251064,24.93453,24.201153,23.366745
82810602,8281,602,32.48686872355644,-7.067368787924958,7097,7097,25.5868,25.302095,25.035576,24.273983,23.446756
82810603,8281,603,32.48701262929208,-6.880710760843174,9480,9480,25.661184,25.340294,25.349089,24.488441,23.621931
82810604,8281,604,32.48715642497697,-6.694048771949489,10633,10633,25.969593,25.478168,25.577635,24.759335,23.817102
82810605,8281,605,32.487300110737344,-6.507386783509354,13804,13804,26.218063,25.664804,25.793854,24.977802,24.002783
82810606,8281,606,32.48744368669912,-6.320728757788137,12405,12405,26.288288,25.736982,25.918228,25.078024,23.996279
82810607,8281,607,32.487587152988155,-6.134078656546552,14745,14745,26.410158,25.82911,26.029222,25.218304,24.17413
82810608,8281,608,32.48772871844638,-5.949773328691447,14931,14931,26.470518,25.904842,26.172659,25.345364,24.32327
82810702,8281,702,32.298789706529625,-7.067180308499984,7294,7294,25.434774,25.216148,25.084911,24.32423,23.460938
82810703,8281,703,32.29900554901011,-6.880527302393789,9878,9878,25.646957,25.398191,25.46119,24.545574,23.654055
82810704,8281,704,32.29922122643566,-6.693870334738816,13788,13788,26.119232,25.704239,25.733765,24.84395,23.886694
82810705,8281,705,32.299436738995595,-6.507213367485178,14922,14922,26.22495,25.652412,25.957659,25.046694,24.069586
82810706,8281,706,32.299652086878815,-6.320560362582928,14779,14779,26.187712,25.79074,26.009796,25.135767,24.104536
82810707,8281,707,32.29986727027401,-6.133915281477482,14405,14405,26.277885,25.782507,26.037678,25.19892,24.117502
82810708,8281,708,32.300079602644125,-5.949614910028787,14759,14759,26.328396,25.779747,26.105494,25.275314,24.210129
82810802,8281,802,32.11307359391774,-7.066920229465473,8720,8720,25.382301,25.212746,25.341719,24.426203,23.519894
82810803,8281,803,32.11336046026522,-6.880274151698578,10946,10946,25.520031,25.300995,25.584358,24.55043,23.679403
82810804,8281,804,32.113647107262054,-6.69362411274599,15930,15930,25.973045,25.644814,25.660686,24.715717,23.790897
82810805,8281,805,32.113933535159774,-6.506974074122711,14743,14743,26.07492,25.69542,25.837175,25.154236,23.92908
82810806,8281,806,32.11421974420943,-6.32032799734368,15260,15260,26.148457,25.77035,25.944054,25.105566,24.059744
82810807,8281,807,32.11450573466177,-6.133689843419332,15438,15438,26.221943,25.722673,26.010096,25.176981,24.042812
82810808,8281,808,32.11478793596235,-5.949396311212492,14776,14776,26.227884,25.746832,26.132172,25.306995,24.225506
82820001,8282,1,35.10708347158129,-7.253558462178639,3767,3767,,25.218628,24.93265,24.358147,23.402637
82820002,8282,2,35.10679640362374,-7.06692030460658,7013,7013,25.861404,25.302345,25.012451,24.480356,23.538593
82820003,8282,3,35.1065095552549,-6.880274224837979,11374,11374,25.670845,25.346037,25.371973,24.808477,23.665607
82820004,8282,4,35.106222926222934,-6.693624183883574,12279,12279,25.974062,25.500055,25.645802,24.894495,23.772617
82820005,8282,5,35.10593651627638,-6.5069741432585015,13492,13492,26.225605,25.624937,25.899689,24.860914,23.844868
82820006,8282,6,35.10565032516416,-6.320328064477827,15819,15819,26.26453,25.628595,25.888895,24.987709,24.024551
82820007,8282,7,35.10536435263558,-6.1336899085521015,15548,15548,26.418379,25.75813,25.967176,25.075531,24.152033
82820008,8282,8,35.10508216902128,-5.949396374369285,16250,16250,26.524225,25.862453,26.143665,25.230425,24.17963
82820102,8282,102,34.921080287516055,-7.067180365038726,6889,6889,25.554827,25.302025,25.031694,24.466667,23.562885
82820103,8282,103,34.9208644630182,-6.880527357426367,10206,10206,25.680334,25.36274,25.356075,24.7037,23.75282
82820104,8282,104,34.92064880356153,-6.693870388265161,14015,14015,26.12798,25.73095,25.713167,24.920599,23.860092
82820105,8282,105,34.92043330895677,-6.5072134195053035,14530,14530,26.311176,25.801434,25.890047,24.88843,23.95619
82820106,8282,106,34.920217979014986,-6.320560413096939,15604,15604,26.34489,25.79001,25.9256,25.05518,24.125727
82820107,8282,107,34.920002813547526,-6.133915330485592,14158,14158,26.315973,25.713318,25.90196,25.072338,24.161432
82820108,8282,108,34.91979049886762,-5.9496149575500965,14567,14567,26.401579,25.700558,26.075499,25.127008,24.22104
82820202,8282,202,34.73300126795578,-7.067368825620465,7902,7902,25.439238,25.357035,25.226192,24.513683,23.553425
82820203,8282,203,34.73285738020569,-6.880710797534497,11656,11656,25.573193,25.433424,25.369722,24.670382,23.670322
82820204,8282,204,34.73271360249257,-6.694048807636571,12243,12243,25.993008,25.707312,25.493963,24.717102,23.806393
82820205,8282,205,34.73256993469027,-6.507386818192204,14158,14158,26.228016,25.77225,25.738827,24.875092,23.972673
82820206,8282,206,34.73242637667281,-6.320728791466835,14329,14329,26.313944,25.774214,25.8694,24.950527,24.088728
82820207,8282,207,34.732282928314405,-6.134078689221237,14427,14427,26.302132,25.742872,25.914442,24.980656,24.101412
82820208,8282,208,34.73214138054924,-5.949773360374861,15235,15235,26.398615,25.799913,26.125639,25.214237,24.251932
82820301,8282,301,34.54498613826876,-7.254135021981412,4029,4029,25.388882,25.404915,24.916775,24.374865,23.42151
82820302,8282,302,34.54491414148394,-7.067481905437168,9848,9848,25.513796,25.38231,25.298025,24.486687,23.544495
82820303,8282,303,34.54484219978091,-6.880820864972982,9146,9146,25.622208,25.453856,25.361979,24.650259,23.683744
82820304,8282,304,34.5447703130965,-6.694155862538983,12355,12355,25.921307,25.551346,25.505157,24.703274,23.719015
82820305,8282,305,34.54469848136759,-6.507490860589876,12482,12482,26.126835,25.651793,25.728527,24.885214,23.984955
82820306,8282,306,34.54462670453124,-6.3208298215802685,12729,12729,26.34882,25.763184,25.923698,25.009018,24.10628
82820307,8282,307,34.54455498252451,-6.134176707460119,14150,14150,26.492765,25.90814,26.04515,25.082695,24.159529
